,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,cLI,Streak,Orig. Scheduled,Year
23,"Monday, Apr 24",STL,@,SFG,L,0.0,4.0,9.0,9-14,4.0,7.0,Cobb,Montgomery,None,2:20,N,.68,-1,,2023
24,"Tuesday, Apr 25",STL,@,SFG,L-wo,4.0,5.0,9.0,9-15,4.0,7.0,Hjelle,Helsley,None,2:34,N,.65,-2,,2023
25,"Wednesday, Apr 26",STL,@,SFG,L,3.0,7.0,9.0,9-16,5.0,8.0,DeSclafani,Hicks,Doval,2:51,N,.63,-3,,2023
26,"Thursday, Apr 27",STL,@,SFG,W,6.0,0.0,9.0,10-16,5.0,8.0,Mikolas,Webb,None,2:44,D,.55,1,,2023
27,"Friday, Apr 28",STL,@,LAD,L,3.0,7.0,9.0,10-17,5.0,8.5,May,Flaherty,None,3:08,N,.60,-1,,2023
28,"Saturday, Apr 29",STL,@,LAD,L,0.0,1.0,9.0,10-18,5.0,10.0,Kershaw,Montgomery,Graterol,2:14,N,.53,-2,,2023
29,"Sunday, Apr 30",STL,@,LAD,L,3.0,6.0,9.0,10-19,5.0,10.0,Syndergaard,Thompson,Phillips,2:46,D,.47,-3,,2023
30,"Tuesday, May 2",STL,Home,LAA,L,1.0,5.0,9.0,10-20,5.0,10.0,Sandoval,Matz,None,2:37,N,.40,-4,,2023
31,"Wednesday, May 3",STL,Home,LAA,L,4.0,6.0,9.0,10-21,5.0,10.0,Tepera,Gallegos,Estévez,2:42,N,.39,-5,,2023
32,"Thursday, May 4",STL,Home,LAA,L,7.0,11.0,9.0,10-22,5.0,10.0,Canning,Flaherty,None,2:58,D,.36,-6,,2023
33,"Friday, May 5",STL,Home,DET,L,4.0,5.0,9.0,10-23,5.0,10.0,Boyd,Hicks,Lange,3:08,N,.31,-7,,2023
34,"Saturday, May 6",STL,Home,DET,L,5.0,6.0,10.0,10-24,5.0,10.0,Cisnero,Gallegos,None,3:12,D,.29,-8,,2023
35,"Sunday, May 7",STL,Home,DET,W,12.0,6.0,9.0,11-24,5.0,9.0,VerHagen,Englert,None,2:43,D,.26,1,,2023
36,"Monday, May 8",STL,@,CHC,W,3.0,1.0,9.0,12-24,5.0,9.0,Cabrera,Stroman,Helsley,2:57,N,.33,2,,2023
37,"Tuesday, May 9",STL,@,CHC,W,6.0,4.0,9.0,13-24,5.0,8.0,Stratton,Assad,Gallegos,3:00,N,.35,3,,2023
38,"Wednesday, May 10",STL,@,CHC,L,4.0,10.0,9.0,13-25,5.0,8.0,Steele,Montgomery,None,2:31,N,.41,-1,,2023
39,"Friday, May 12",STL,@,BOS,W,8.0,6.0,9.0,14-25,5.0,7.5,Helsley,Jansen,None,2:52,N,.35,1,,2023
40,"Saturday, May 13",STL,@,BOS,W,4.0,3.0,9.0,15-25,5.0,7.5,Pallante,Jansen,Gallegos,2:24,D,.37,2,,2023
41,"Sunday, May 14",STL,@,BOS,W,9.0,1.0,9.0,16-25,5.0,7.5,Mikolas,Kluber,None,3:01,N,.44,3,,2023
42,"Monday, May 15",STL,Home,MIL,W,18.0,1.0,9.0,17-25,5.0,6.5,Flaherty,Peralta,None,2:36,N,.52,4,,2023
43,"Tuesday, May 16",STL,Home,MIL,L,2.0,3.0,9.0,17-26,5.0,7.5,Payamps,Montgomery,Williams,2:55,N,.57,-1,,2023
44,"Wednesday, May 17",STL,Home,MIL,W,3.0,0.0,9.0,18-26,5.0,6.5,Liberatore,Burnes,Helsley,2:34,N,.56,1,,2023
45,"Thursday, May 18",STL,Home,LAD,W,16.0,8.0,9.0,19-26,5.0,6.0,Wainwright,Urías,None,3:09,N,.54,2,,2023
46,"Friday, May 19",STL,Home,LAD,L,0.0,5.0,9.0,19-27,5.0,6.0,Gonsolin,Matz,None,2:54,N,.60,-1,,2023
47,"Saturday, May 20",STL,Home,LAD,W,6.0,5.0,9.0,20-27,4.0,5.0,Helsley,González,Gallegos,2:30,N,.53,1,,2023
48,"Sunday, May 21",STL,Home,LAD,W,10.0,5.0,9.0,21-27,3.0,5.0,VerHagen,Kershaw,None,3:00,D,.63,2,,2023
49,"Monday, May 22",STL,@,CIN,L-wo,5.0,6.0,10.0,21-28,4.0,5.0,Gibaut,Helsley,None,3:15,N,.67,-1,,2023
50,"Tuesday, May 23",STL,@,CIN,W,8.0,5.0,9.0,22-28,4.0,5.0,Wainwright,Ashcraft,Helsley,2:33,N,.60,1,,2023
51,"Wednesday, May 24",STL,@,CIN,L,3.0,10.0,9.0,22-29,4.0,6.0,Lively,Matz,None,2:39,N,.69,-1,,2023
52,"Thursday, May 25",STL,@,CIN,W,2.0,1.0,9.0,23-29,4.0,5.0,Mikolas,Sims,Gallegos,2:29,D,.62,1,,2023
53,"Friday, May 26",STL,@,CLE,L,3.0,4.0,9.0,23-30,4.0,5.0,Bieber,Liberatore,Clase,2:30,N,.67,-1,,2023
54,"Saturday, May 27",STL,@,CLE,W,2.0,1.0,10.0,24-30,3.0,4.0,Helsley,Sandlin,Gallegos,3:01,N,.62,1,,2023
55,"Sunday, May 28",STL,@,CLE,L-wo,3.0,4.0,9.0,24-31,4.0,5.0,Curry,Helsley,None,2:38,D,.67,-1,,2023
56,"Monday, May 29",STL,Home,KCR,L,0.0,7.0,9.0,24-32,5.0,5.5,Mayers,Wainwright,None,2:47,D,.62,-2,,2023
57,"Tuesday, May 30",STL,Home,KCR,W,2.0,1.0,9.0,25-32,5.0,4.5,Mikolas,Hernández,Gallegos,2:19,N,.56,1,,2023
58,"Friday, Jun 2",STL,@,PIT,L,5.0,7.0,9.0,25-33,5.0,5.5,Ramírez,Gallegos,Bednar,3:03,N,.67,-1,,2023
59,"Saturday, Jun 3",STL,@,PIT,L,3.0,4.0,9.0,25-34,5.0,6.5,Moreta,Montgomery,Bednar,2:32,D,.64,-2,,2023
60,"Sunday, Jun 4",STL,@,PIT,L,1.0,2.0,9.0,25-35,5.0,7.5,Hill,Mikolas,Bednar,2:14,D,.54,-3,,2023
61,"Monday, Jun 5",STL,@,TEX,L-wo,3.0,4.0,9.0,25-36,5.0,8.0,Smith,Cabrera,None,2:33,N,.43,-4,,2023
62,"Tuesday, Jun 6",STL,@,TEX,L,4.0,6.0,9.0,25-37,5.0,8.5,Dunning,Liberatore,Smith,2:44,N,.33,-5,,2023
63,"Wednesday, Jun 7",STL,@,TEX,W,1.0,0.0,9.0,26-37,5.0,8.5,Hicks,Gray,Helsley,2:17,N,.33,1,,2023
64,"Friday, Jun 9",STL,Home,CIN,W,7.0,4.0,9.0,27-37,5.0,7.0,Montgomery,Lively,Gallegos,2:36,N,.38,2,,2023
65,"Saturday, Jun 10",STL,Home,CIN,L,4.0,8.0,9.0,27-38,5.0,7.0,Abbott,Mikolas,None,2:47,D,.39,-1,,2023
66,"Sunday, Jun 11",STL,Home,CIN,L,3.0,4.0,9.0,27-39,5.0,8.0,Gibaut,Hicks,Díaz,2:43,D,.37,-2,,2023
67,"Monday, Jun 12",STL,Home,SFG,L,3.0,4.0,9.0,27-40,5.0,8.5,Webb,Stratton,Doval,2:31,N,.32,-3,,2023
68,"Tuesday, Jun 13",STL,Home,SFG,L,3.0,11.0,9.0,27-41,5.0,8.5,Jackson,Flaherty,Winn,3:17,N,.24,-4,,2023
69,"Wednesday, Jun 14",STL,Home,SFG,L,5.0,8.0,10.0,27-42,5.0,8.5,Rogers,Matz,Doval,2:52,D,.22,-5,,2023
70,"Friday, Jun 16",STL,@,NYM,L,1.0,6.0,9.0,27-43,5.0,8.5,Megill,Mikolas,None,2:01,N,.16,-6,,2023
71,"Saturday, Jun 17",STL,@,NYM,W,5.0,3.0,9.0,28-43,5.0,8.5,Wainwright,Senga,Hicks,2:42,D,.14,1,,2023
72,"Sunday, Jun 18",STL,@,NYM,W,8.0,7.0,9.0,29-43,5.0,8.5,VerHagen,Ottavino,Hicks,3:02,D,.16,2,,2023
73,"Monday, Jun 19",STL,@,WSN,W,8.0,6.0,9.0,30-43,5.0,8.0,Flaherty,Gray,Hicks,2:42,D,.17,3,,2023
74,"Tuesday, Jun 20",STL,@,WSN,W,9.0,3.0,9.0,31-43,5.0,8.0,Montgomery,Gore,None,2:47,N,.20,4,,2023
75,"Wednesday, Jun 21",STL,@,WSN,L,0.0,3.0,9.0,31-44,5.0,9.0,Williams,Mikolas,Harvey,2:12,D,.21,-1,,2023
76,"Saturday, Jun 24",STL,Home,CHC,L,1.0,9.0,9.0,31-45,5.0,9.5,Steele,Wainwright,None,2:40,N,.19,-2,,2023
77,"Sunday, Jun 25",STL,Home,CHC,W,7.0,5.0,9.0,32-45,5.0,8.5,Woodford,Stroman,Hicks,3:04,D,.16,1,,2023
78,"Tuesday, Jun 27",STL,Home,HOU,W,4.0,2.0,9.0,33-45,5.0,8.0,Montgomery,Valdez,Hicks,2:26,N,.18,2,,2023
79,"Wednesday, Jun 28",STL,Home,HOU,L,7.0,10.0,9.0,33-46,5.0,9.0,Martinez,Gallegos,Pressly,3:10,N,.19,-1,,2023
80,"Thursday, Jun 29",STL,Home,HOU,L,0.0,14.0,9.0,33-47,5.0,9.5,France,Wainwright,None,2:48,N,.14,-2,,2023
81,"Saturday, Jul 1 (1)",STL,Home,NYY,W,11.0,4.0,9.0,34-47,5.0,9.5,Flaherty,Severino,None,2:51,D,.10,1,2023-06-30 (Rain),2023
82,"Saturday, Jul 1 (2)",STL,Home,NYY,L,2.0,6.0,9.0,34-48,5.0,9.5,King,Liberatore,None,2:44,N,.13,-1,,2023
83,"Sunday, Jul 2",STL,Home,NYY,W,5.0,1.0,9.0,35-48,5.0,9.5,Montgomery,Cole,None,2:37,D,.10,1,,2023
84,"Monday, Jul 3",STL,@,MIA,L,4.0,5.0,9.0,35-49,5.0,10.5,Brazobán,Pallante,Puk,2:37,N,.13,-1,,2023
85,"Tuesday, Jul 4",STL,@,MIA,L,2.0,15.0,9.0,35-50,5.0,11.5,Luzardo,Wainwright,None,3:00,D,.11,-2,,2023
86,"Wednesday, Jul 5",STL,@,MIA,L-wo,9.0,10.0,9.0,35-51,5.0,12.5,Puk,Hicks,None,3:07,N,.09,-3,,2023
87,"Thursday, Jul 6",STL,@,MIA,W,3.0,0.0,9.0,36-51,5.0,12.5,Flaherty,Pérez,Hicks,2:44,N,.06,1,,2023
88,"Friday, Jul 7",STL,@,CHW,L,7.0,8.0,9.0,36-52,5.0,12.5,Middleton,Leahy,Graveman,2:57,N,.07,-1,,2023
89,"Saturday, Jul 8",STL,@,CHW,W,3.0,0.0,9.0,37-52,5.0,12.5,Mikolas,Toussaint,Hicks,2:28,D,.05,1,,2023
90,"Sunday, Jul 9",STL,@,CHW,W,4.0,3.0,10.0,38-52,5.0,11.5,Romero,Middleton,None,2:43,D,.06,2,,2023
91,"Friday, Jul 14",STL,Home,WSN,L,5.0,7.0,10.0,38-53,5.0,11.5,Finnegan,Hicks,Harvey,2:43,D,.07,-1,,2023
92,"Saturday, Jul 15",STL,Home,WSN,W,9.0,6.0,9.0,39-53,5.0,11.5,Hudson,Willingham,None,2:58,N,.08,1,,2023
93,"Sunday, Jul 16",STL,Home,WSN,W,8.0,4.0,9.0,40-53,5.0,11.5,Flaherty,Gray,None,2:46,D,.08,2,,2023
94,"Monday, Jul 17",STL,Home,MIA,W,6.0,4.0,9.0,41-53,4.0,11.0,Mikolas,Floro,Hicks,2:48,N,.10,3,,2023
95,"Tuesday, Jul 18",STL,Home,MIA,W-wo,5.0,2.0,10.0,42-53,4.0,10.0,Romero,Puk,None,2:55,N,.11,4,,2023
96,"Wednesday, Jul 19",STL,Home,MIA,W,6.0,4.0,9.0,43-53,4.0,10.0,Thompson,Alcantara,Stratton,2:44,D,.14,5,,2023
97,"Thursday, Jul 20",STL,@,CHC,W,7.0,2.0,9.0,44-53,4.0,10.0,Matz,Stroman,None,2:58,N,.16,6,,2023
98,"Friday, Jul 21",STL,@,CHC,L,3.0,4.0,9.0,44-54,4.0,10.0,Steele,Flaherty,Alzolay,2:48,D,.20,-1,,2023
99,"Saturday, Jul 22",STL,@,CHC,L,6.0,8.0,9.0,44-55,4.0,11.0,Palencia,Thompson,Alzolay,3:15,D,.19,-2,,2023
100,"Sunday, Jul 23",STL,@,CHC,L,2.0,7.0,9.0,44-56,4.0,11.0,Taillon,Montgomery,None,2:33,D,.14,-3,,2023
101,"Monday, Jul 24",STL,@,ARI,W,10.0,6.0,9.0,45-56,4.0,11.0,Gallegos,Chafin,None,2:59,N,.11,1,,2023
102,"Tuesday, Jul 25",STL,@,ARI,L,1.0,3.0,9.0,45-57,4.0,11.0,Nelson,Romero,Ginkel,2:23,N,.15,-1,,2023
103,"Wednesday, Jul 26",STL,@,ARI,W,11.0,7.0,9.0,46-57,4.0,11.0,Pallante,Gallen,None,3:09,D,.13,1,,2023
104,"Thursday, Jul 27",STL,Home,CHC,L,3.0,10.0,9.0,46-58,4.0,11.5,Steele,Mikolas,None,2:53,N,.13,-1,,2023
105,"Friday, Jul 28",STL,Home,CHC,L,2.0,3.0,9.0,46-59,4.0,11.5,Smyly,Montgomery,Alzolay,2:41,N,.09,-2,,2023
106,"Saturday, Jul 29",STL,Home,CHC,L,1.0,5.0,9.0,46-60,5.0,11.5,Taillon,Wainwright,None,2:29,N,.07,-3,,2023
107,"Sunday, Jul 30",STL,Home,CHC,W,3.0,0.0,9.0,47-60,5.0,11.0,Matz,Hendricks,Romero,2:03,D,.05,1,,2023
108,"Tuesday, Aug 1",STL,Home,MIN,L,2.0,3.0,9.0,47-61,5.0,11.5,López,Mikolas,Duran,2:35,N,.06,-1,,2023
109,"Wednesday, Aug 2",STL,Home,MIN,W,7.0,3.0,9.0,48-61,5.0,10.5,Hudson,Ryan,None,2:23,N,.03,1,,2023
110,"Thursday, Aug 3",STL,Home,MIN,L,3.0,5.0,9.0,48-62,5.0,11.0,Gray,Liberatore,Duran,2:32,N,.05,-1,,2023
111,"Friday, Aug 4",STL,Home,COL,L,4.0,9.0,9.0,48-63,5.0,11.0,Flexen,Wainwright,None,2:43,N,.02,-2,,2023
112,"Saturday, Aug 5",STL,Home,COL,W,6.0,2.0,9.0,49-63,5.0,11.0,Matz,Blach,None,2:27,N,.03,1,,2023
113,"Sunday, Aug 6",STL,Home,COL,L,0.0,1.0,9.0,49-64,5.0,11.0,Gomber,Thompson,Lawrence,2:36,D,.04,-1,,2023
114,"Tuesday, Aug 8",STL,@,TBR,L,2.0,4.0,9.0,49-65,5.0,11.5,Adam,Mikolas,Fairbanks,2:17,N,.03,-2,,2023
115,"Wednesday, Aug 9",STL,@,TBR,W,6.0,4.0,9.0,50-65,5.0,11.5,Hudson,Kelly,Gallegos,2:33,N,.02,1,,2023
116,"Thursday, Aug 10",STL,@,TBR,W,5.0,2.0,9.0,51-65,5.0,11.0,Liberatore,Littell,None,2:09,N,.03,2,,2023
117,"Friday, Aug 11",STL,@,KCR,L,8.0,12.0,9.0,51-66,5.0,12.0,Zerpa,Wainwright,None,2:59,N,.04,-1,,2023
118,"Saturday, Aug 12",STL,@,KCR,W,5.0,4.0,9.0,52-66,5.0,12.0,Matz,Ragans,Romero,2:41,N,.03,1,,2023
119,"Monday, Aug 14",STL,Home,OAK,W,7.0,5.0,9.0,53-66,4.0,12.0,Romero,Felipe,None,2:55,N,.04,2,,2023
120,"Tuesday, Aug 15",STL,Home,OAK,W,6.0,2.0,9.0,54-66,4.0,11.0,Hudson,Watkins,None,2:41,N,.04,3,,2023
121,"Wednesday, Aug 16",STL,Home,OAK,L,0.0,8.0,9.0,54-67,4.0,11.0,Blackburn,Liberatore,None,2:36,N,.06,-1,,2023
122,"Thursday, Aug 17",STL,Home,NYM,L,2.0,4.0,9.0,54-68,5.0,11.0,Quintana,Wainwright,Gott,2:52,N,.04,-2,,2023
123,"Friday, Aug 18",STL,Home,NYM,L,1.0,7.0,9.0,54-69,5.0,12.0,Lucchesi,Thompson,None,2:43,N,.02,-3,,2023
124,"Saturday, Aug 19",STL,Home,NYM,L,2.0,13.0,9.0,54-70,5.0,13.0,Senga,Mikolas,None,2:50,N,.01,-4,,2023
125,"Sunday, Aug 20",STL,Home,NYM,W,7.0,3.0,9.0,55-70,5.0,13.0,Hudson,Carrasco,None,2:59,D,.01,1,,2023
126,"Monday, Aug 21",STL,@,PIT,L,1.0,11.0,9.0,55-71,5.0,13.5,Falter,Rom,None,2:43,N,.01,-1,,2023
127,"Tuesday, Aug 22",STL,@,PIT,L,3.0,6.0,9.0,55-72,5.0,14.5,Oviedo,Wainwright,Bednar,2:34,N,.01,-2,,2023
128,"Wednesday, Aug 23",STL,@,PIT,W,6.0,4.0,9.0,56-72,5.0,14.5,Thompson,Ortiz,Romero,3:06,D,.00,1,,2023
129,"Friday, Aug 25",STL,@,PHI,L,2.0,7.0,9.0,56-73,5.0,15.5,Sánchez,Mikolas,None,2:18,N,.00,-1,,2023
130,"Saturday, Aug 26",STL,@,PHI,L,1.0,12.0,9.0,56-74,5.0,16.5,Wheeler,Hudson,None,2:41,N,.00,-2,,2023
131,"Sunday, Aug 27",STL,@,PHI,L,0.0,3.0,9.0,56-75,5.0,17.5,Nola,Rom,Kimbrel,2:42,D,.00,-3,,2023
132,"Monday, Aug 28",STL,Home,SDP,L,1.0,4.0,9.0,56-76,5.0,18.5,Snell,Wainwright,Hader,2:45,N,.00,-4,,2023
133,"Tuesday, Aug 29",STL,Home,SDP,W-wo,6.0,5.0,10.0,57-76,5.0,17.5,Romero,Hader,None,2:51,N,.00,1,,2023
134,"Wednesday, Aug 30",STL,Home,SDP,W-wo,5.0,4.0,9.0,58-76,5.0,16.5,Pallante,Hader,None,2:38,D,.00,2,,2023
135,"Friday, Sep 1",STL,Home,PIT,L,2.0,4.0,10.0,58-77,5.0,17.5,Selby,Romero,Bednar,2:42,N,.00,-1,,2023
136,"Saturday, Sep 2",STL,Home,PIT,L,6.0,7.0,9.0,58-78,5.0,18.5,Bolton,VerHagen,Bednar,2:56,N,.00,-2,,2023
137,"Sunday, Sep 3",STL,Home,PIT,W,6.0,4.0,9.0,59-78,5.0,17.5,Thompson,Oviedo,Gallegos,2:51,D,.00,1,,2023
138,"Tuesday, Sep 5",STL,@,ATL,W,10.0,6.0,9.0,60-78,5.0,17.0,Mikolas,Soroka,None,2:43,N,.00,2,,2023
139,"Wednesday, Sep 6",STL,@,ATL,W,11.0,6.0,9.0,61-78,5.0,16.0,Hudson,Strider,None,2:53,N,.00,3,,2023
140,"Thursday, Sep 7",STL,@,ATL,L,5.0,8.0,9.0,61-79,5.0,16.5,Fried,Wainwright,None,2:45,N,.00,-1,,2023
141,"Friday, Sep 8",STL,@,CIN,W,9.0,4.0,9.0,62-79,5.0,16.5,Liberatore,Abbott,None,3:11,N,.00,1,,2023
142,"Saturday, Sep 9",STL,@,CIN,W,4.0,3.0,9.0,63-79,5.0,16.5,Thompson,Spiers,Helsley,3:03,N,.00,2,,2023
143,"Sunday, Sep 10",STL,@,CIN,L,1.0,7.0,9.0,63-80,5.0,16.5,Greene,Mikolas,None,2:28,D,.00,-1,,2023
144,"Monday, Sep 11",STL,@,BAL,L,5.0,11.0,9.0,63-81,5.0,17.5,Hall,Hudson,None,3:12,N,.00,-2,,2023
145,"Tuesday, Sep 12",STL,@,BAL,W,5.0,2.0,9.0,64-81,5.0,17.5,Wainwright,Means,Helsley,2:45,N,.00,1,,2023
146,"Wednesday, Sep 13",STL,@,BAL,W,1.0,0.0,9.0,65-81,5.0,16.5,Rom,Gibson,Helsley,2:41,N,.00,2,,2023
147,"Friday, Sep 15",STL,Home,PHI,L,4.0,5.0,9.0,65-82,5.0,18.0,Strahm,Thompson,Alvarado,3:26,N,.00,-1,,2023
148,"Saturday, Sep 16",STL,Home,PHI,L,1.0,6.0,9.0,65-83,5.0,19.0,Suárez,Mikolas,None,2:42,N,.00,-2,,2023
149,"Sunday, Sep 17",STL,Home,PHI,W,6.0,5.0,9.0,66-83,5.0,18.0,King,Domínguez,Helsley,2:26,D,.00,1,,2023
150,"Monday, Sep 18",STL,Home,MIL,W,1.0,0.0,9.0,67-83,5.0,17.0,Wainwright,Peralta,Helsley,2:06,N,.00,2,,2023
151,"Tuesday, Sep 19",STL,Home,MIL,L,3.0,7.0,9.0,67-84,5.0,18.0,Rea,Rom,None,3:04,N,.00,-1,,2023
152,"Wednesday, Sep 20",STL,Home,MIL,L,2.0,8.0,9.0,67-85,5.0,19.0,Houser,Thompson,None,2:24,N,.00,-2,,2023
153,"Thursday, Sep 21",STL,Home,MIL,L,0.0,6.0,9.0,67-86,5.0,20.0,Miley,Mikolas,None,2:18,D,.00,-3,,2023
154,"Friday, Sep 22",STL,@,SDP,L,2.0,4.0,9.0,67-87,5.0,21.0,Suarez,Liberatore,None,2:41,N,.00,-4,,2023
155,"Saturday, Sep 23",STL,@,SDP,W,5.0,2.0,11.0,68-87,5.0,20.0,Lawrence,Barlow,None,3:43,N,.00,1,,2023
156,"Sunday, Sep 24",STL,@,SDP,L,2.0,12.0,9.0,68-88,5.0,20.0,Wacha,Rom,None,2:38,D,.00,-1,,2023
157,"Tuesday, Sep 26",STL,@,MIL,W,4.0,1.0,9.0,69-88,5.0,19.0,Mikolas,Houser,Helsley,2:26,N,.00,1,,2023
158,"Wednesday, Sep 27",STL,@,MIL,L,2.0,3.0,9.0,69-89,5.0,20.0,Payamps,Barnes,Williams,2:41,N,.00,-1,,2023
159,"Thursday, Sep 28",STL,@,MIL,L,0.0,3.0,9.0,69-90,5.0,21.0,Teheran,Hudson,Small,2:23,D,.00,-2,,2023
160,"Friday, Sep 29",STL,Home,CIN,L,2.0,19.0,9.0,69-91,5.0,22.0,Williamson,Woodford,Spiers,2:45,N,.00,-3,,2023
161,"Saturday, Sep 30",STL,Home,CIN,W,15.0,6.0,9.0,70-91,5.0,21.0,VerHagen,Phillips,None,3:19,N,.00,1,,2023
162,"Sunday, Oct 1",STL,Home,CIN,W,4.0,3.0,9.0,71-91,5.0,21.0,Mikolas,Greene,Helsley,2:16,D,.00,2,,2023
1,"Thursday, Apr 7",STL,Home,PIT,W,9.0,0.0,9.0,1-0,1.0,Tied,Wainwright,Brubaker,None,3:08,D,.96,1,,2022
2,"Saturday, Apr 9",STL,Home,PIT,W,6.0,2.0,9.0,2-0,1.0,Tied,Whitley,Keller,None,3:32,D,1.04,2,,2022
3,"Sunday, Apr 10",STL,Home,PIT,L,4.0,9.0,9.0,2-1,1.0,Tied,Yajure,Matz,None,3:08,D,1.07,-1,,2022
4,"Tuesday, Apr 12",STL,Home,KCR,W,6.0,5.0,9.0,3-1,1.0,Tied,Hicks,Lynch,Gallegos,2:36,N,.93,1,,2022
5,"Thursday, Apr 14",STL,@,MIL,L,1.0,5.0,9.0,3-2,2.0,0.5,Woodruff,Wainwright,None,3:04,D,1.10,-1,,2022
6,"Friday, Apr 15",STL,@,MIL,W,10.0,1.0,9.0,4-2,1.0,up 0.5,Mikolas,Peralta,None,3:10,N,1.01,1,,2022
7,"Saturday, Apr 16",STL,@,MIL,W,2.0,1.0,9.0,5-2,1.0,up 1.5,Matz,Houser,Gallegos,2:55,N,1.08,2,,2022
8,"Sunday, Apr 17",STL,@,MIL,L,5.0,6.0,9.0,5-3,1.0,up 0.5,Cousins,Hudson,Hader,3:51,D,1.09,-1,,2022
9,"Tuesday, Apr 19",STL,@,MIA,W,5.0,1.0,9.0,6-3,1.0,up 0.5,Wainwright,Luzardo,None,3:04,N,1.06,1,,2022
10,"Wednesday, Apr 20",STL,@,MIA,W,2.0,0.0,9.0,7-3,1.0,up 0.5,Cabrera,Bender,Gallegos,3:03,N,1.09,2,,2022
11,"Thursday, Apr 21",STL,@,MIA,L,0.0,5.0,9.0,7-4,1.0,Tied,López,Hicks,None,2:43,N,1.07,-1,,2022
12,"Friday, Apr 22",STL,@,CIN,W,4.0,2.0,9.0,8-4,1.0,up 1.0,Matz,Greene,Gallegos,3:19,N,1.12,1,,2022
13,"Saturday, Apr 23",STL,@,CIN,W,5.0,0.0,9.0,9-4,1.0,up 1.0,Hudson,Mahle,None,3:13,D,1.11,2,,2022
14,"Sunday, Apr 24",STL,@,CIN,L,1.0,4.0,9.0,9-5,1.0,Tied,Lodolo,Wainwright,Sims,2:47,D,1.15,-1,,2022
15,"Monday, Apr 25",STL,Home,NYM,L,2.0,5.0,9.0,9-6,1.0,Tied,May,Gallegos,Díaz,3:00,N,1.15,-2,,2022
16,"Tuesday, Apr 26",STL,Home,NYM,L,0.0,3.0,9.0,9-7,2.0,1.0,Bassitt,Hicks,Díaz,3:32,N,1.10,-3,,2022
17,"Wednesday, Apr 27",STL,Home,NYM,W,10.0,5.0,9.0,10-7,2.0,1.0,Woodford,Carrasco,None,3:29,D,1.07,1,,2022
18,"Thursday, Apr 28",STL,Home,ARI,W,8.0,3.0,9.0,11-7,2.0,1.0,Hudson,Castellanos,None,3:01,N,1.05,2,,2022
19,"Friday, Apr 29",STL,Home,ARI,L,2.0,6.0,9.0,11-8,2.0,2.0,Bumgarner,Wainwright,None,3:24,N,1.10,-1,,2022
20,"Saturday, Apr 30",STL,Home,ARI,L,0.0,2.0,9.0,11-9,2.0,3.0,Kelly,Mikolas,Kennedy,2:38,D,1.08,-2,,2022
21,"Sunday, May 1",STL,Home,ARI,W,7.0,5.0,9.0,12-9,2.0,2.0,Whitley,Middleton,Helsley,3:14,D,1.01,1,,2022
22,"Monday, May 2",STL,Home,KCR,W,1.0,0.0,9.0,13-9,2.0,1.5,Matz,Greinke,Gallegos,2:40,D,1.01,2,2022-04-13 (Rain),2022
23,"Tuesday, May 3",STL,@,KCR,L,1.0,7.0,9.0,13-10,2.0,2.5,Keller,Hudson,None,2:47,N,1.05,-1,,2022
24,"Wednesday, May 4",STL,@,KCR,W,10.0,0.0,9.0,14-10,2.0,2.5,Wainwright,Bubic,None,3:02,D,1.01,1,,2022
25,"Thursday, May 5",STL,@,SFG,W,7.0,1.0,9.0,15-10,2.0,2.5,Mikolas,Littell,None,3:01,N,1.10,2,,2022
26,"Friday, May 6",STL,@,SFG,W,3.0,2.0,9.0,16-10,2.0,2.5,Helsley,Doval,Gallegos,2:52,N,1.12,3,,2022
27,"Saturday, May 7",STL,@,SFG,L,7.0,13.0,9.0,16-11,2.0,2.5,Webb,Matz,None,3:22,D,1.15,-1,,2022
28,"Sunday, May 8",STL,@,SFG,L,3.0,4.0,9.0,16-12,2.0,2.5,Leone,Cabrera,Doval,3:08,D,1.14,-2,,2022
29,"Tuesday, May 10",STL,Home,BAL,L,3.0,5.0,9.0,16-13,2.0,3.0,Bradish,Naughton,Bautista,2:53,N,1.06,-3,,2022
30,"Wednesday, May 11",STL,Home,BAL,W,10.0,1.0,9.0,17-13,2.0,2.0,Mikolas,Watkins,None,2:58,N,1.02,1,,2022
31,"Thursday, May 12",STL,Home,BAL,L,2.0,3.0,9.0,17-14,2.0,2.5,Akin,Matz,Bautista,3:05,D,1.07,-1,,2022
32,"Friday, May 13",STL,Home,SFG,L,2.0,8.0,9.0,17-15,2.0,3.5,Webb,Hicks,None,3:06,N,1.08,-2,,2022
33,"Saturday, May 14",STL,Home,SFG,W,4.0,0.0,9.0,18-15,2.0,2.5,Hudson,Junis,None,3:05,D,1.07,1,,2022
34,"Sunday, May 15",STL,Home,SFG,W,15.0,6.0,9.0,19-15,2.0,2.5,Wainwright,Rodón,None,3:05,N,1.10,2,,2022
35,"Tuesday, May 17 (1)",STL,@,NYM,L,1.0,3.0,9.0,19-16,2.0,2.5,Reed,Mikolas,Díaz,2:54,D,1.18,-1,2022-05-16 (Rain),2022
36,"Tuesday, May 17 (2)",STL,@,NYM,W,4.0,3.0,9.0,20-16,2.0,2.5,Helsley,Rodríguez,Gallegos,3:42,D,1.18,1,,2022
